URL,Title,Last Visit Time,Safety
https://accounts.google.com/o/oauth2/auth/oauthchooseaccount?trampoline=1&as=S19642144%3A1739368430268620&access_type=offline&client_id=205977709770-3d0am349pfuhpv45soo1qt5o6h7cbofk.apps.googleusercontent.com&prompt=consent&redirect_uri=https%3A%2F%2Fchat.deepseek.com%2Fapi%2Fv0%2Fusers%2Foauth%2Fgoogle%2Fcallback&response_type=code&scope=profile%20email&state=WTBhNODaK-JuTQnmBRq7LguDSUedv48S8scZYEHtj7WnPnp4_hF0veWQdINIO_W2Kb0jZMZ5YBm_h1VM6U90orNwLJ3F-hEKFLt2YJ9Pmk6ldWQMWXe4N3AVoCcEDR3L2SjTrgDPV7rfUVEX2q8sBiCSsWW9W6ayh1Ce3bIVx961nOvxhvhMd4ckRoOlfl2UMP6f3fisooW768BQGwPZq6K2RuyzVwSO6UW4-4o5WshYcask8KihBA2N6bE1Op9_10DM_11xURZgvtXQvVlT_fkbxZNCmLc4Ibrcwk-j3f-autytlaoQTc8H7gpza229DNiOx_5dFBSCYzkYgajlAtLWio8Z7mL9Swft1dVA3zv2Tea8A1bdA-VCmSVRWryPJ1cJ7TaWjx0XnOWfUCjthlwPWW_WXe6hbRyRhseVm1wpj3MnyrA6U7K__K751Dfl5vs2N2N0UVvDaNyhRYADaKldLhliLVygz_VFXywrF-83DjGUW6MppVQCNdk98_VNnB2XRY_ye5AcdaFXls5tYUg6IbeNoXHnVIUeUzBauK1nTC9HpmVH2Ne8egxOtu4YQQMpkhOGcUNAIfu3R9F_uBSUFIQ17_2DbEt-KUJOJBPdewCev6L8uNf8CR0toWj4BpuHWu8NG9LvDu2Ub0-44kuFUV2_e10dr7pSULe1jRxjGFMix_x0vUJS0luR_zF0nPk_hrY41UfDm4aewJJHJwbzBBziL3XEzAuUijlTNcJriWM15lgCgNFmtCAQDd8hDOLcMD-Wn4N_ZAQz8HrJUx37VT7DbJGri-g3kcyHTAgO5_Ea4T-ud38-eDw4oTNTe0Xr9GkvZ_St1-uB&service=lso&o2v=1&ddm=1&flowName=GeneralOAuthFlow,Sign in – Google accounts,13383842033028358,❓ Unknown
https://accounts.google.com/o/oauth2/auth?trampoline=1&as=S19642144%3A1739368430268620&access_type=offline&client_id=205977709770-3d0am349pfuhpv45soo1qt5o6h7cbofk.apps.googleusercontent.com&prompt=consent&redirect_uri=https%3A%2F%2Fchat.deepseek.com%2Fapi%2Fv0%2Fusers%2Foauth%2Fgoogle%2Fcallback&response_type=code&scope=profile%20email&state=WTBhNODaK-JuTQnmBRq7LguDSUedv48S8scZYEHtj7WnPnp4_hF0veWQdINIO_W2Kb0jZMZ5YBm_h1VM6U90orNwLJ3F-hEKFLt2YJ9Pmk6ldWQMWXe4N3AVoCcEDR3L2SjTrgDPV7rfUVEX2q8sBiCSsWW9W6ayh1Ce3bIVx961nOvxhvhMd4ckRoOlfl2UMP6f3fisooW768BQGwPZq6K2RuyzVwSO6UW4-4o5WshYcask8KihBA2N6bE1Op9_10DM_11xURZgvtXQvVlT_fkbxZNCmLc4Ibrcwk-j3f-autytlaoQTc8H7gpza229DNiOx_5dFBSCYzkYgajlAtLWio8Z7mL9Swft1dVA3zv2Tea8A1bdA-VCmSVRWryPJ1cJ7TaWjx0XnOWfUCjthlwPWW_WXe6hbRyRhseVm1wpj3MnyrA6U7K__K751Dfl5vs2N2N0UVvDaNyhRYADaKldLhliLVygz_VFXywrF-83DjGUW6MppVQCNdk98_VNnB2XRY_ye5AcdaFXls5tYUg6IbeNoXHnVIUeUzBauK1nTC9HpmVH2Ne8egxOtu4YQQMpkhOGcUNAIfu3R9F_uBSUFIQ17_2DbEt-KUJOJBPdewCev6L8uNf8CR0toWj4BpuHWu8NG9LvDu2Ub0-44kuFUV2_e10dr7pSULe1jRxjGFMix_x0vUJS0luR_zF0nPk_hrY41UfDm4aewJJHJwbzBBziL3XEzAuUijlTNcJriWM15lgCgNFmtCAQDd8hDOLcMD-Wn4N_ZAQz8HrJUx37VT7DbJGri-g3kcyHTAgO5_Ea4T-ud38-eDw4oTNTe0Xr9GkvZ_St1-uB&service=lso&o2v=1&ddm=1,Sign in – Google accounts,13383842033021340,❓ Unknown
https://accounts.google.com/o/oauth2/auth?trampoline=1&as=S19642144%3A1739368430268620,Sign in – Google accounts,13383842032437097,❓ Unknown
https://accounts.google.com/o/oauth2/auth?client_id=205977709770-3d0am349pfuhpv45soo1qt5o6h7cbofk.apps.googleusercontent.com&redirect_uri=https%3A%2F%2Fchat.deepseek.com%2Fapi%2Fv0%2Fusers%2Foauth%2Fgoogle%2Fcallback&response_type=code&scope=profile+email&access_type=offline&state=WTBhNODaK-JuTQnmBRq7LguDSUedv48S8scZYEHtj7WnPnp4_hF0veWQdINIO_W2Kb0jZMZ5YBm_h1VM6U90orNwLJ3F-hEKFLt2YJ9Pmk6ldWQMWXe4N3AVoCcEDR3L2SjTrgDPV7rfUVEX2q8sBiCSsWW9W6ayh1Ce3bIVx961nOvxhvhMd4ckRoOlfl2UMP6f3fisooW768BQGwPZq6K2RuyzVwSO6UW4-4o5WshYcask8KihBA2N6bE1Op9_10DM_11xURZgvtXQvVlT_fkbxZNCmLc4Ibrcwk-j3f-autytlaoQTc8H7gpza229DNiOx_5dFBSCYzkYgajlAtLWio8Z7mL9Swft1dVA3zv2Tea8A1bdA-VCmSVRWryPJ1cJ7TaWjx0XnOWfUCjthlwPWW_WXe6hbRyRhseVm1wpj3MnyrA6U7K__K751Dfl5vs2N2N0UVvDaNyhRYADaKldLhliLVygz_VFXywrF-83DjGUW6MppVQCNdk98_VNnB2XRY_ye5AcdaFXls5tYUg6IbeNoXHnVIUeUzBauK1nTC9HpmVH2Ne8egxOtu4YQQMpkhOGcUNAIfu3R9F_uBSUFIQ17_2DbEt-KUJOJBPdewCev6L8uNf8CR0toWj4BpuHWu8NG9LvDu2Ub0-44kuFUV2_e10dr7pSULe1jRxjGFMix_x0vUJS0luR_zF0nPk_hrY41UfDm4aewJJHJwbzBBziL3XEzAuUijlTNcJriWM15lgCgNFmtCAQDd8hDOLcMD-Wn4N_ZAQz8HrJUx37VT7DbJGri-g3kcyHTAgO5_Ea4T-ud38-eDw4oTNTe0Xr9GkvZ_St1-uB&prompt=consent,Redirecting,13383842032171584,❓ Unknown
"https://chat.deepseek.com/api/v0/users/oauth/google/authorize?os=web&device_id=BX6YAvOlySOafcFtxyew0V3VNpItNv4LIexBvbwYPxSk7KVIejKjLEZZAhHA5vCD9LGoJI85CP7NSR6n7O1gErA%3D%3D&shumei_verification={%22region%22:%22CN%22,%22rid%22:%22%22}&__cf_chl_tk=.JSUSrtwhRIk1uiRTFGpTxpgB4V51W9kjF9DkT4jc4M-1739368427-1.0.1.1-F_ANXJyuqD0saT5i1eZ6OaPc7jy9EErNEnto8bis38M",Just a moment...,13383842031625614,❓ Unknown
"https://chat.deepseek.com/api/v0/users/oauth/google/authorize?os=web&device_id=BX6YAvOlySOafcFtxyew0V3VNpItNv4LIexBvbwYPxSk7KVIejKjLEZZAhHA5vCD9LGoJI85CP7NSR6n7O1gErA%3D%3D&shumei_verification={%22region%22:%22CN%22,%22rid%22:%22%22}",Just a moment...,13383842029051042,❓ Unknown
"https://chat.deepseek.com/api/v0/users/oauth/google/authorize?os=web&device_id=BX6YAvOlySOafcFtxyew0V3VNpItNv4LIexBvbwYPxSk7KVIejKjLEZZAhHA5vCD9LGoJI85CP7NSR6n7O1gErA%3D%3D&shumei_verification={%22region%22:%22CN%22,%22rid%22:%22%22}&__cf_chl_rt_tk=.JSUSrtwhRIk1uiRTFGpTxpgB4V51W9kjF9DkT4jc4M-1739368427-1.0.1.1-F_ANXJyuqD0saT5i1eZ6OaPc7jy9EErNEnto8bis38M",Just a moment...,13383842028974020,❓ Unknown
https://chat.deepseek.com/sign_in,DeepSeek - Into the Unknown,13383842026215883,❓ Unknown
https://chat.deepseek.com/,DeepSeek,13383842026202868,❓ Unknown
https://www.bing.com/search?pglt=299&q=deepsekak&cvid=7a719b59bd124fb38004fae894d65128&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOTIGCAEQABhAMgYIAhAAGEAyBggDEAAYQDIGCAQQLhhAMgYIBRAAGEAyBggGEAAYQDIGCAcQABhAMgYICBAAGEDSAQgzNjE3ajBqMagCALACAA&FORM=ANNTA1&PC=HCTS,deepsekak - Search,13383842015757434,❓ Unknown
https://www.deepseek.com/,DeepSeek,13383841573701064,❓ Unknown
https://www.bing.com/search?pglt=299&q=deepseek&cvid=4ffd30c2e8514fe59b4ea48540670523&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOTIGCAEQABhAMgYIAhAAGEAyBggDEAAYQDIGCAQQABhAMgYIBRAAGEAyBggGEAAYQDIGCAcQABhAMgYICBAAGEDSAQgzODE5ajBqMagCALACAA&FORM=ANNTA1&PC=HCTS,deepseek - Search,13383841573155384,❓ Unknown
https://www.bing.com/ck/a?!&&p=6fdbdc57e62582ce99ad11cbe7d45354faf5b335a065ad1d857a45af9ce37dadJmltdHM9MTczOTMxODQwMA&ptn=3&ver=2&hsh=4&fclid=34f4f594-3cdf-6b36-3fb0-e11c3d796a36&psq=deepseek&u=a1aHR0cHM6Ly93d3cuZGVlcHNlZWsuY29tLw&ntb=1,,13383841573147100,❓ Unknown
https://github.com/,"GitHub · Build and ship software on a single, collaborative platform · GitHub",13383841557737449,❓ Unknown
https://www.bing.com/search?filters=ufn%3a%22GitHub%22+sid%3a%228528e02f-4774-a8d4-b753-b2f78720cba3%22&qs=MB&pq=github&sc=17-6&q=github&cvid=93a3ac65c9f94de1b871a69df8bf7580&gs_lcrp=EgRlZGdlKgYIARAuGEAyBggAEEUYOTIGCAEQLhhAMgYIAhAAGEAyBggDEC4YQDIGCAQQABhAMgYIBRAAGEAyBggGEAAYQDIGCAcQABhA0gEINjYwMmowajeoAgCwAgA&FORM=ANNTA0&PC=HCTS,github - Search,13383841557379464,❓ Unknown
https://www.bing.com/ck/a?!&&p=5931ff77be4a01368f79ff71205964273af1ebe2bc053a5c154aacd8773d0da7JmltdHM9MTczOTMxODQwMA&ptn=3&ver=2&hsh=4&fclid=34f4f594-3cdf-6b36-3fb0-e11c3d796a36&psq=github&u=a1aHR0cHM6Ly9naXRodWIuY29tLw&ntb=1,,13383841557367537,❓ Unknown
https://www.linkedin.com/feed/,LinkedIn,13382097971238000,❓ Unknown
https://chatgpt.com/c/67920ae3-4364-8004-abf9-090faf9b3070,Cyber Security Achievement Post,13382097906139911,❓ Unknown
https://www.bing.com/search?q=nptel&cvid=dfe1e81e679e4fdea53b8ce23747ead5&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDI5MzZqMGoxqAIAsAIA&FORM=ANAB01&PC=HCTS,nptel - Search,13382097795255402,❓ Unknown
https://www.linkedin.com/in/sathish-kumar-610367345/,(1) Sathish Kumar | LinkedIn,13382097615444436,❓ Unknown
https://www.linkedin.com/nhome/,LinkedIn,13382097586675602,❓ Unknown
https://www.linkedin.com/nhome,LinkedIn,13382097582441060,❓ Unknown
https://www.linkedin.com/checkpoint/rp/password-reset-submit,You’ve successfully reset your password. | LinkedIn,13382097577030792,❓ Unknown
https://www.linkedin.com/checkpoint/rp/request-password-reset-submit-redir-in-app?userName=AgHKUNxdbAFukwAAAZSSdHRxs__w_5bZKSbsdqARyyuhp3opIgR84DZfBw0czR826qVKVilminspHQHPLib-ng&sid=Pwd-Reset%3Aa6f75748-d40a-4a43-bacd-7708ea6669ee&resetMethod=EMAIL_PIN&midToken=AQFuK2hTklZhBw&passwordResetMemberToken=AQFx_8jlmtj7dQ&trk=guest_homepage-basic_nav-header-signin&challengeId=AQHVoNMUcKQD6QAAAZSSdHR21tXT0DPY1inqSYYzM-rNCmx5dQi3MWwJf9ZPaztYemRY81sVv-R-q1XrqSGZ5_vRIk7VApj_tA&submissionId=a6f75748-d40a-4a43-bacd-7708ea6669ee&challengeSource=AgET8ItM6qCi4gAAAZSSdRD8lYXNSlcOYH6DWeXyQTHk6xVsyYtb7SZT3f6zETHR&challegeType=AgHfOyBStY29UgAAAZSSdREAHaYDh5rzQ7umSZk3n_4ePxNoBkHLnGOlMUv95Posqr1XWqeGG_E&memberId=AgFDNyV5MpwPrAAAAZSSdRED5gUmE6Om1UzeYtAeOm6aTuB_T4lz3cKSqm4&recognizeDevice=AgFOst3dmgG6DgAAAZSSdREHBHmQJ9OwjM_k1PzUhMDQeJ5EbZM&controlId=d_checkpoint_ch_linkedInAppChallengeActivityDevice-Submit&ut=1lP0zRdvOeVHA1,Reset Your Password | LinkedIn,13382097544456284,❓ Unknown
https://www.linkedin.com/checkpoint/rp/request-password-reset-submit-redir-email-pin?userName=AgE_7NlchKBgRgAAAZSSdAAaqWFt-FyzgjUKlBaIfK6AZpW1RgUIc7_J3Np4HeOvi1pLh22WFXJtV1OrhsP1cg&sid=Pwd-Reset%3Aa6f75748-d40a-4a43-bacd-7708ea6669ee&resetMethod=EMAIL_PIN&midToken=AQFuK2hTklZhBw&passwordResetMemberToken=AQFx_8jlmtj7dQ&trk=guest_homepage-basic_nav-header-signin&vcd=AgGFL0Mfj5yiOAAAAZSSdG1KK8RGJkTCkYWK8BjWbwqkMfTvhxrRwEDsLB3wHbm971ZSAfDZVfeSoC7H4adYKdvGvq4ReA&pageInstance=urn%3Ali%3Apage%3Ad_checkpoint_ch_emailPinChallenge%3BA49iYZi1TDqmd3cCISyq6g%3D%3D&controlId=d_checkpoint_ch_emailPinChallenge-Submit&ut=0DKRyvtYyeVHA1,LinkedIn App Challenge,13382097504575313,❓ Unknown
https://www.linkedin.com/checkpoint/challengesV2/AQHVoNMUcKQD6QAAAZSSdHR21tXT0DPY1inqSYYzM-rNCmx5dQi3MWwJf9ZPaztYemRY81sVv-R-q1XrqSGZ5_vRIk7VApj_tA?pageInstance=urn%3Ali%3Apage%3Ad_checkpoint_ch_emailPinChallenge%3BA49iYZi1TDqmd3cCISyq6g%3D%3D&ut=1PAPcfoMWeVHA1,LinkedIn App Challenge,13382097504575313,❓ Unknown
https://www.linkedin.com/checkpoint/challenge/AgGpzH3QIIAAnwAAAZSSdAAlynDrv44PZ8pjMldUZNlVxRlPEZqVTrAt0sHVN1y3oHn19-lhFHxTTRezXVfZOfNMXQGGGg?pageInstance=urn%3Ali%3Apage%3Acheckpoint_rp_request_password_reset_default%3BZBLN9yfNR1GV5FVagpZ5mw%3D%3D&ut=3O-Z46ICudVHA1,Security Verification | LinkedIn,13382097474449468,❓ Unknown
https://www.linkedin.com/checkpoint/rp/request-password-reset?trk=guest_homepage-basic_nav-header-signin,Reset Password | LinkedIn,13382097469112841,❓ Unknown
https://www.linkedin.com/checkpoint/lg/login-challenge-submit?lastCv=AgE6411794mQ_wAAAZSSc2dFJJc3LOzGEfBwkjx6sc66V5xdWI45O02kKeA&_d=d&session_redirect=&vcd=AgE2dVzFi7n4tAAAAZSSc95NfUJvSxjFeu7tC1E20Yh0V_cJVgDmP60RjUMxQ8IydKBHzeSgfTs9IJFh_6V71un_Lcu1rg&pageInstance=urn%3Ali%3Apage%3Ad_checkpoint_ch_captchaV2Challenge%3B67h5Apm%2BQuKfzLUnQZNs4w%3D%3D&controlId=d_checkpoint_ch_captchaV2Challenge-Submit&ut=3-yUb_jZ6dVHA1,"LinkedIn Login, Sign in | LinkedIn",13382097464693277,❓ Unknown
https://www.linkedin.com/checkpoint/challenge/AgGDY-vZvEMzbwAAAZSSc2dQ1i68IYgxIS2kUh_nxW40p5ycLES9DIpfl5_fbLYMOi1GhKWJq1_Nvauwjqg6mU5j9iMciA?ut=1InpSSZ56dVHA1,Security Verification | LinkedIn,13382097434182923,❓ Unknown
https://www.linkedin.com/checkpoint/lg/login-challenge-submit?lastCv=AgG4qMPjNBC_bgAAAZSSchFvy2f1rnPKxH99g93HsfcIo-VxF71gabDGdhU&_d=d&session_redirect=&vcd=AgHwqyFycM3deAAAAZSSc0lCzOiV39DfTHQ4aFGMm0YIVhGrW4NigiRYd_jfAPjlZNdQl1hOhF7WmDW9FeMN-iEK0nBd5A&pageInstance=urn%3Ali%3Apage%3Ad_checkpoint_ch_captchaV2Challenge%3B6IDNeORSSVmf0PX0ya9xCA%3D%3D&controlId=d_checkpoint_ch_captchaV2Challenge-Submit&ut=1mDvBpWsCcVHA1,"LinkedIn Login, Sign in | LinkedIn",13382097426965413,❓ Unknown
https://www.linkedin.com/checkpoint/challenge/AgHFA-K9mQitgQAAAZSSchF6QxsEbR0JUYFZlM1BfL09fUKG5nSjMTSJYobehkL44Cmnvt4NaIqY1Tojj9hf3BMFYCbOlQ?ut=3k-AmCU4ibVHA1,Security Verification | LinkedIn,13382097348452635,❓ Unknown
https://www.linkedin.com/checkpoint/lg/login-submit,"LinkedIn Login, Sign in | LinkedIn",13382097272130997,❓ Unknown
https://accounts.google.com/gsi/select?client_id=990339570472-k6nqn1tpmitg8pui82bfaun3jrpmiuhs.apps.googleusercontent.com&auto_select=false&ux_mode=popup&ui_mode=card&context=signin&as=anE1W0g5jSc5e%2FMhdPnfUA&channel_id=c0fbd3483ceda10c1a5345a9732807eb7768851d692d54d1c9438615a242e44e&origin=https%3A%2F%2Fwww.linkedin.com,Sign In - Google Accounts,13382097213729787,❓ Unknown
https://www.linkedin.com/login?fromSignIn=true&trk=guest_homepage-basic_nav-header-signin,"LinkedIn Login, Sign in | LinkedIn",13382097068324000,❓ Unknown
https://in.linkedin.com/,LinkedIn India: Log In or Sign Up,13382096898157739,❓ Unknown
https://www.bing.com/search?q=linkedin&cvid=ecb1c6937f2448d5998435958084c8eb&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDE5MTBqMGoxqAIAsAIA&FORM=ANAB01&PC=HCTS,linkedin - Search,13382096892208063,❓ Unknown
https://www.bing.com/ck/a?!&&p=f91c01915899d0a7d083a651ede777725d0662d90b66eb8229a9d2b07437602fJmltdHM9MTczNzU5MDQwMA&ptn=3&ver=2&hsh=4&fclid=34f4f594-3cdf-6b36-3fb0-e11c3d796a36&psq=linkedin&u=a1aHR0cHM6Ly9pbi5saW5rZWRpbi5jb20v&ntb=1,,13382096892178769,❓ Unknown
https://www.bing.com/search?q=whatsapp&filters=ufn%3a%22WhatsApp%22+sid%3a%22e222f4ec-6195-a300-6e2a-d15093aece26%22&asbe=AS&form=WSBEDG&qs=MB&cvid=b523bbac92444be6bcf5377a59d8cd2a&pq=wha&cc=IN&setlang=en-US&PC=HCTS&nclid=7D9A70B07624979D28041EEF5B3F2045&ts=1737620312466&wsso=Moderate,whatsapp - Search,13382093944440087,❓ Unknown
https://web.whatsapp.com/,WhatsApp Web,13382093926658559,❓ Unknown
